id,formula,elements,num_elements,has_transition_metals,families
GEN_09571,"{'Mn': 0.2522314786911011, 'Na': 0.2759915590286255, 'O': 0.46535998582839966}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_09572,"{'Mn': 0.10665346682071686, 'Na': 0.216326504945755, 'O': 0.5376510620117188, 'V': 0.13021111488342285}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09573,"{'Na': 0.049952227622270584, 'O': 0.6308636665344238, 'V': 0.3128092586994171}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09574,"{'Li': 0.036904141306877136, 'Mn': 0.0538003146648407, 'Na': 0.23684446513652802, 'O': 0.5428987741470337, 'V': 0.12914888560771942}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_09575,"{'Co': 0.03832758590579033, 'Fe': 0.06896475702524185, 'Na': 0.4349517524242401, 'O': 0.4547838270664215}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09576,"{'Co': 0.05280180275440216, 'Mg': 0.014925745315849781, 'Mn': 0.1205844134092331, 'Na': 0.31757915019989014, 'O': 0.4930465817451477}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_09577,"{'Mg': 0.04143301397562027, 'Na': 0.4531041979789734, 'O': 0.4288448095321655, 'Ti': 0.04407815635204315}","['Mg', 'Ti', 'Na', 'O']",4,1,['layered_oxide']
GEN_09578,"{'Co': 0.04153161868453026, 'Na': 0.2589813470840454, 'O': 0.563152015209198, 'P': 0.1040891781449318, 'V': 0.011663645505905151}","['V', 'O', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09579,"{'Fe': 0.20936158299446106, 'Na': 0.17502376437187195, 'O': 0.5355208516120911, 'P': 0.011219169944524765, 'V': 0.028345057740807533}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09580,"{'Na': 0.07345560193061829, 'O': 0.6105107069015503, 'V': 0.3146355450153351}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09581,"{'Co': 0.2654116153717041, 'Na': 0.30751025676727295, 'O': 0.42706191539764404}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09582,"{'Fe': 0.13530978560447693, 'Na': 0.32574397325515747, 'O': 0.5099080801010132, 'V': 0.023674726486206055}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09583,"{'Na': 0.1452917903661728, 'O': 0.585972785949707, 'V': 0.2670360505580902}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09584,"{'Mn': 0.2654756009578705, 'Na': 0.17967534065246582, 'O': 0.5326092839241028, 'V': 0.012619941495358944}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09585,"{'Mn': 0.07608561962842941, 'Na': 0.15525391697883606, 'O': 0.5978996157646179, 'V': 0.14429037272930145}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09586,"{'Fe': 0.019352633506059647, 'Na': 0.40277352929115295, 'O': 0.46953141689300537, 'V': 0.08927930146455765}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09587,"{'Na': 0.0767950713634491, 'O': 0.6182695031166077, 'V': 0.3000055253505707}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09588,"{'Fe': 0.021958304569125175, 'Na': 0.49860283732414246, 'O': 0.4251083433628082, 'V': 0.04926038533449173}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09589,"{'Co': 0.17361019551753998, 'Na': 0.3811192512512207, 'O': 0.4352642595767975}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09590,"{'Mn': 0.35692331194877625, 'Na': 0.14238132536411285, 'O': 0.48922139406204224, 'V': 0.010802733711898327}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09591,"{'Mn': 0.04211911931633949, 'Na': 0.4038654565811157, 'O': 0.4574272334575653, 'V': 0.09297360479831696}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09592,"{'Na': 0.114109568297863, 'O': 0.6047597527503967, 'V': 0.278567910194397}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09593,"{'Co': 0.010927870869636536, 'Mn': 0.22443102300167084, 'Na': 0.20480525493621826, 'O': 0.516211986541748, 'V': 0.0157077144831419}","['V', 'O', 'Mn', 'Co', 'Na']",5,3,['high_entropy']
GEN_09594,"{'Na': 0.2060990035533905, 'O': 0.5541720390319824, 'V': 0.2338017076253891}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09595,"{'Co': 0.10223345458507538, 'Fe': 0.013946883380413055, 'Na': 0.42978373169898987, 'O': 0.43078768253326416}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09596,"{'Li': 0.0958467498421669, 'Na': 0.07733666151762009, 'O': 0.5723282098770142, 'V': 0.25201600790023804}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_09597,"{'Fe': 0.2042035460472107, 'Na': 0.29318419098854065, 'O': 0.4987255036830902}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09598,"{'Li': 0.18676000833511353, 'Na': 0.13846680521965027, 'O': 0.49137699604034424, 'V': 0.1796005517244339}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_09599,"{'Co': 0.036641981452703476, 'Mg': 0.023286739364266396, 'Mn': 0.051517125219106674, 'Na': 0.39448994398117065, 'O': 0.47779127955436707}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_09600,"{'Na': 0.18776798248291016, 'O': 0.5635664463043213, 'V': 0.24809235334396362}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09601,"{'Na': 0.017972029745578766, 'O': 0.6586747169494629, 'P': 0.07934074848890305, 'V': 0.22685226798057556}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09602,"{'Fe': 0.23088881373405457, 'Na': 0.2837233245372772, 'O': 0.4840770363807678}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09603,"{'Fe': 0.11427295207977295, 'Na': 0.4024128317832947, 'O': 0.46463629603385925}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09604,"{'Fe': 0.22737163305282593, 'Na': 0.24915142357349396, 'O': 0.5176938772201538}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09605,"{'Mn': 0.4429507255554199, 'Na': 0.134859099984169, 'O': 0.42086535692214966}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_09606,"{'Na': 0.10294108092784882, 'O': 0.6290016174316406, 'P': 0.09356971830129623, 'V': 0.17177851498126984}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09607,"{'Co': 0.011770405806601048, 'Mg': 0.14005497097969055, 'Na': 0.4026747941970825, 'O': 0.40790775418281555, 'Ti': 0.023822495713829994}","['Mg', 'O', 'Co', 'Ti', 'Na']",5,2,['high_entropy']
GEN_09608,"{'Na': 0.144680455327034, 'O': 0.5840840935707092, 'V': 0.2690559923648834}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09609,"{'Li': 0.7217592000961304, 'Na': 0.06103288382291794, 'O': 0.17849023640155792, 'V': 0.035929955542087555}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_09610,"{'Na': 0.07536157220602036, 'O': 0.5964625477790833, 'V': 0.32762372493743896}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09611,"{'Na': 0.09512119740247726, 'O': 0.6069605946540833, 'P': 0.024598881602287292, 'V': 0.26845845580101013}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09612,"{'Na': 0.2577968239784241, 'O': 0.5236433744430542, 'V': 0.2167542725801468}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09613,"{'Mn': 0.23029166460037231, 'Na': 0.08626385033130646, 'O': 0.5647661685943604, 'V': 0.11666996777057648}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09614,"{'Li': 0.03672504797577858, 'Mn': 0.030911628156900406, 'Na': 0.18397299945354462, 'O': 0.5729498863220215, 'V': 0.14911238849163055}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_09615,"{'Na': 0.19809287786483765, 'O': 0.5703940987586975, 'P': 0.01882481388747692, 'V': 0.20717839896678925}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09616,"{'Mn': 0.21855197846889496, 'Na': 0.17741134762763977, 'O': 0.5439786911010742, 'V': 0.0418076291680336}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09617,"{'Na': 0.3888740539550781, 'O': 0.45162567496299744, 'V': 0.15504378080368042}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09618,"{'Co': 0.18410246074199677, 'Na': 0.29266586899757385, 'O': 0.4969801902770996, 'P': 0.016271289438009262}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_09619,"{'Na': 0.08149131387472153, 'O': 0.6227177381515503, 'V': 0.2931084930896759}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09620,"{'Mg': 0.048624929040670395, 'Mn': 0.09306330978870392, 'Na': 0.3768835961818695, 'O': 0.45757201313972473, 'Ti': 0.011077214032411575}","['Mg', 'O', 'Mn', 'Ti', 'Na']",5,2,['high_entropy']
GEN_09621,"{'Na': 0.2177782952785492, 'O': 0.5367007255554199, 'V': 0.24528144299983978}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09622,"{'Co': 0.010935031808912754, 'Mn': 0.17085327208042145, 'Na': 0.22632169723510742, 'O': 0.5185379385948181, 'V': 0.012597941793501377}","['V', 'O', 'Mn', 'Co', 'Na']",5,3,['high_entropy']
GEN_09623,"{'Mn': 0.026174215599894524, 'Na': 0.21897874772548676, 'O': 0.5613299608230591, 'P': 0.03316111862659454, 'V': 0.11627330631017685}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09624,"{'Mn': 0.22494786977767944, 'Na': 0.13993944227695465, 'O': 0.5603537559509277, 'V': 0.06460697948932648}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09625,"{'Fe': 0.22910019755363464, 'Na': 0.27284684777259827, 'O': 0.497698038816452}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09626,"{'Co': 0.033193476498126984, 'Fe': 0.08851531893014908, 'Na': 0.3500678241252899, 'O': 0.4712267518043518, 'P': 0.014576572924852371}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09627,"{'Na': 0.19350974261760712, 'O': 0.5673853754997253, 'V': 0.23009754717350006}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09628,"{'Na': 0.21125610172748566, 'O': 0.5502361059188843, 'P': 0.014133593998849392, 'V': 0.21764273941516876}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09629,"{'Mn': 0.01032752264291048, 'Na': 0.3103100657463074, 'O': 0.5029926896095276, 'V': 0.17408020794391632}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09630,"{'Co': 0.04984696954488754, 'Na': 0.12705469131469727, 'O': 0.585954487323761, 'P': 0.1756965070962906, 'V': 0.0183275006711483}","['V', 'O', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09631,"{'Co': 0.09889160841703415, 'Na': 0.5481760501861572, 'O': 0.3526992201805115}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09632,"{'Na': 0.2116648256778717, 'O': 0.5537357926368713, 'V': 0.2285088449716568}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09633,"{'Na': 0.09757645428180695, 'O': 0.6165581345558167, 'V': 0.27840349078178406}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09634,"{'Na': 0.10849525034427643, 'O': 0.6028565764427185, 'V': 0.2852446734905243}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09635,"{'Fe': 0.18095239996910095, 'Na': 0.30557525157928467, 'O': 0.4993007481098175}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09636,"{'Mn': 0.14542728662490845, 'Na': 0.300058513879776, 'O': 0.49373960494995117, 'V': 0.02680075354874134}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09637,"{'Na': 0.16133859753608704, 'O': 0.5952062010765076, 'P': 0.10170025378465652, 'V': 0.1384369134902954}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09638,"{'Na': 0.04149803891777992, 'O': 0.635755181312561, 'P': 0.08800672739744186, 'V': 0.23305167257785797}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09639,"{'Na': 0.09051815420389175, 'O': 0.6127162575721741, 'P': 0.01583981327712536, 'V': 0.27954959869384766}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09640,"{'Co': 0.1711069643497467, 'Mn': 0.01572495885193348, 'Na': 0.33549875020980835, 'O': 0.47348880767822266}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09641,"{'Na': 0.17135439813137054, 'O': 0.572715699672699, 'V': 0.2546733617782593}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09642,"{'Co': 0.014465706422924995, 'Fe': 0.1606919914484024, 'Na': 0.289742112159729, 'O': 0.5069766044616699, 'P': 0.023573124781250954}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09643,"{'Na': 0.15827088057994843, 'O': 0.5731639266014099, 'V': 0.2480836808681488}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09644,"{'Mn': 0.11852910369634628, 'Na': 0.11711350083351135, 'O': 0.6113904118537903, 'P': 0.061303772032260895, 'V': 0.08299119770526886}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09645,"{'Mn': 0.15369638800621033, 'Na': 0.3563770055770874, 'O': 0.4742186963558197, 'V': 0.013364686630666256}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09646,"{'Fe': 0.17701008915901184, 'Na': 0.30263975262641907, 'O': 0.5147520899772644}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09647,"{'Co': 0.24346596002578735, 'Na': 0.25423964858055115, 'O': 0.4865972101688385}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09648,"{'Fe': 0.028115713968873024, 'Na': 0.24216414988040924, 'O': 0.5519244074821472, 'P': 0.1089651882648468, 'V': 0.06049489602446556}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09649,"{'Mn': 0.030576510354876518, 'Na': 0.1852690726518631, 'O': 0.5851116180419922, 'P': 0.012351691722869873, 'V': 0.1789315640926361}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09650,"{'Fe': 0.057354044169187546, 'Na': 0.2204633355140686, 'O': 0.6039451360702515, 'V': 0.10018441826105118}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09651,"{'Co': 0.23626360297203064, 'Mn': 0.01532657165080309, 'Na': 0.17882846295833588, 'O': 0.5413272380828857, 'P': 0.024412281811237335}","['O', 'Mn', 'Co', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09652,"{'Co': 0.025399599224328995, 'Mn': 0.2956885099411011, 'Na': 0.14678335189819336, 'O': 0.5244026184082031}","['O', 'Co', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09653,"{'Mn': 0.025342222303152084, 'Na': 0.12814749777317047, 'O': 0.5927677750587463, 'V': 0.2521214783191681}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09654,"{'Na': 0.10620532929897308, 'O': 0.6025692820549011, 'V': 0.2901104986667633}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09655,"{'Na': 0.06621164828538895, 'O': 0.6223723888397217, 'V': 0.30908843874931335}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09656,"{'Mn': 0.14994531869888306, 'Na': 0.35158050060272217, 'O': 0.4753546416759491}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_09657,"{'Li': 0.48732632398605347, 'Mn': 0.04261429235339165, 'Na': 0.11014241725206375, 'O': 0.32612717151641846, 'V': 0.032244451344013214}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_09658,"{'Na': 0.10729125887155533, 'O': 0.6213629245758057, 'P': 0.06738998740911484, 'V': 0.2004503756761551}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09659,"{'Na': 0.1686226725578308, 'O': 0.5737588405609131, 'V': 0.24856022000312805}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09660,"{'Mn': 0.2124689817428589, 'Na': 0.15138427913188934, 'O': 0.5426993370056152, 'V': 0.08265301585197449}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09661,"{'Li': 0.23576146364212036, 'Mn': 0.01759031042456627, 'Na': 0.059479113668203354, 'O': 0.506583571434021, 'V': 0.1724744439125061}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_09662,"{'Na': 0.22363655269145966, 'O': 0.5410371422767639, 'V': 0.23515605926513672}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09663,"{'Na': 0.05523533374071121, 'O': 0.6217952966690063, 'V': 0.32049891352653503}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09664,"{'Li': 0.03557222709059715, 'Na': 0.24492962658405304, 'O': 0.5232871770858765, 'V': 0.17727680504322052}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_09665,"{'Co': 0.148967906832695, 'Na': 0.4705059826374054, 'O': 0.38051173090934753}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09666,"{'Na': 0.08509126305580139, 'O': 0.6296270489692688, 'P': 0.06785315275192261, 'V': 0.2100217491388321}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09667,"{'Li': 0.010438318364322186, 'Mg': 0.023257825523614883, 'Mn': 0.032298799604177475, 'Na': 0.3488009572029114, 'O': 0.4611225128173828, 'Ti': 0.05430563911795616, 'V': 0.010250333696603775}","['Mg', 'V', 'Li', 'O', 'Mn', 'Ti', 'Na']",7,3,['high_entropy']
GEN_09668,"{'Na': 0.05694252997636795, 'O': 0.619917631149292, 'V': 0.32113489508628845}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09669,"{'Fe': 0.1632886379957199, 'Na': 0.18246397376060486, 'O': 0.5351952910423279, 'V': 0.11212542653083801}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09670,"{'Mn': 0.1451200544834137, 'Na': 0.4702925980091095, 'O': 0.3827713131904602}","['O', 'Na', 'Mn']",3,1,['layered_oxide']
GEN_09671,"{'Co': 0.12657694518566132, 'Fe': 0.02198578417301178, 'Na': 0.3197428584098816, 'O': 0.48947957158088684, 'P': 0.029512574896216393}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09672,"{'Mn': 0.2104535847902298, 'Na': 0.22899675369262695, 'O': 0.49922579526901245, 'V': 0.05193523317575455}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09673,"{'Co': 0.12829603254795074, 'Mg': 0.012856200337409973, 'Mn': 0.015390463173389435, 'Na': 0.3512543737888336, 'O': 0.4517461657524109}","['Mg', 'O', 'Mn', 'Co', 'Na']",5,2,['high_entropy']
GEN_09674,"{'Fe': 0.24095913767814636, 'Na': 0.2268010675907135, 'O': 0.5166277885437012}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09675,"{'Na': 0.02063055895268917, 'O': 0.6278855800628662, 'P': 0.05069500952959061, 'V': 0.2996407449245453}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09676,"{'Na': 0.07410681992769241, 'O': 0.6400166153907776, 'P': 0.09392014145851135, 'V': 0.16099832952022552}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09677,"{'Fe': 0.12470481544733047, 'Na': 0.380220502614975, 'O': 0.4699540436267853, 'P': 0.017817124724388123}","['P', 'Na', 'Fe', 'O']",4,1,['phosphate']
GEN_09678,"{'Na': 0.12205684185028076, 'O': 0.6073066592216492, 'V': 0.2619432210922241}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09679,"{'Na': 0.17265020310878754, 'O': 0.5686299204826355, 'V': 0.2578293979167938}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09680,"{'Fe': 0.03297436237335205, 'Na': 0.36348095536231995, 'O': 0.49804845452308655, 'V': 0.08972462266683578}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09681,"{'Co': 0.19102199375629425, 'Na': 0.33293455839157104, 'O': 0.46854278445243835}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09682,"{'Co': 0.023681238293647766, 'Mn': 0.025145182386040688, 'Na': 0.2344595193862915, 'O': 0.5738052725791931, 'P': 0.09812471270561218, 'V': 0.030460955575108528}","['V', 'O', 'Mn', 'Co', 'P', 'Na']",6,3,"['phosphate', 'high_entropy']"
GEN_09683,"{'Co': 0.01627388596534729, 'Fe': 0.07269573211669922, 'Na': 0.47716352343559265, 'O': 0.4212738573551178}","['Co', 'Na', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09684,"{'Fe': 0.09670733660459518, 'Na': 0.41746440529823303, 'O': 0.46183106303215027, 'Ti': 0.01583508588373661}","['Na', 'Ti', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09685,"{'Co': 0.040373384952545166, 'Fe': 0.056041158735752106, 'Na': 0.2800818681716919, 'O': 0.5574609637260437, 'P': 0.06458857655525208}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09686,"{'Co': 0.014336113817989826, 'Fe': 0.03420115262269974, 'Na': 0.2128758430480957, 'O': 0.5797145366668701, 'P': 0.14724518358707428}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09687,"{'Fe': 0.2146555483341217, 'Na': 0.2883496582508087, 'O': 0.49304264783859253}","['Na', 'Fe', 'O']",3,1,['layered_oxide']
GEN_09688,"{'Na': 0.05535300821065903, 'O': 0.659662127494812, 'P': 0.23675936460494995, 'V': 0.04352198913693428}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09689,"{'Co': 0.02580125257372856, 'Fe': 0.03350602835416794, 'Na': 0.17979097366333008, 'O': 0.5952527523040771, 'P': 0.16242055594921112}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09690,"{'Co': 0.2632730007171631, 'Na': 0.10305912792682648, 'O': 0.5541968941688538, 'P': 0.07188119739294052}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_09691,"{'Mn': 0.31967049837112427, 'Na': 0.14427171647548676, 'O': 0.5060616731643677, 'V': 0.0292027797549963}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09692,"{'Mn': 0.02295052818953991, 'Na': 0.07619911432266235, 'O': 0.6521943211555481, 'P': 0.012587598524987698, 'V': 0.23375707864761353}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09693,"{'Li': 0.05619225651025772, 'Mn': 0.014996474608778954, 'Na': 0.16167326271533966, 'O': 0.5589197278022766, 'V': 0.18790188431739807}","['V', 'Li', 'O', 'Mn', 'Na']",5,2,['high_entropy']
GEN_09694,"{'Co': 0.20036762952804565, 'Na': 0.340398907661438, 'O': 0.45329704880714417}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09695,"{'Mn': 0.022594336420297623, 'Na': 0.1325027048587799, 'O': 0.593224287033081, 'V': 0.25031986832618713}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09696,"{'Co': 0.3181702494621277, 'Na': 0.09130555391311646, 'O': 0.5395689010620117, 'P': 0.05030186474323273}","['P', 'Co', 'Na', 'O']",4,1,['phosphate']
GEN_09697,"{'Na': 0.0841638594865799, 'O': 0.6159864664077759, 'V': 0.2972050905227661}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09698,"{'Na': 0.058064449578523636, 'O': 0.6294469237327576, 'P': 0.06629469990730286, 'V': 0.24421463906764984}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09699,"{'Fe': 0.02163267321884632, 'Na': 0.4949851334095001, 'O': 0.43524476885795593, 'V': 0.025895826518535614}","['Na', 'V', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09700,"{'Co': 0.15456999838352203, 'Na': 0.4520314931869507, 'O': 0.3932969868183136}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09701,"{'Na': 0.16773930191993713, 'O': 0.579690158367157, 'V': 0.2494027316570282}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09702,"{'Fe': 0.028742829337716103, 'Na': 0.19228968024253845, 'O': 0.5931355953216553, 'P': 0.09988123178482056, 'V': 0.08258386701345444}","['V', 'O', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09703,"{'Mn': 0.059098049998283386, 'Na': 0.3972812592983246, 'O': 0.4750288128852844, 'P': 0.014563913457095623, 'V': 0.044577356427907944}","['V', 'O', 'Mn', 'P', 'Na']",5,2,"['phosphate', 'high_entropy']"
GEN_09704,"{'Co': 0.253009170293808, 'Na': 0.23787401616573334, 'O': 0.5001299977302551}","['Co', 'Na', 'O']",3,1,['layered_oxide']
GEN_09705,"{'Li': 0.07539732754230499, 'Na': 0.23487640917301178, 'O': 0.505919337272644, 'V': 0.18078824877738953}","['Li', 'V', 'Na', 'O']",4,1,['layered_oxide']
GEN_09706,"{'Mn': 0.09880968928337097, 'Na': 0.2971307039260864, 'O': 0.5007555484771729, 'V': 0.10271765291690826}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09707,"{'Na': 0.05679085850715637, 'O': 0.6046419143676758, 'V': 0.3383008539676666}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09708,"{'Fe': 0.15627074241638184, 'Na': 0.28771671652793884, 'O': 0.5218651294708252, 'Ti': 0.0180546622723341}","['Na', 'Ti', 'Fe', 'O']",4,2,['layered_oxide']
GEN_09709,"{'Na': 0.014481875114142895, 'O': 0.6665783524513245, 'P': 0.20760764181613922, 'V': 0.11046291887760162}","['P', 'V', 'Na', 'O']",4,1,['phosphate']
GEN_09710,"{'Co': 0.01159704104065895, 'Fe': 0.03819991648197174, 'Na': 0.2155832201242447, 'O': 0.5731313228607178, 'P': 0.15871424973011017}","['O', 'Co', 'P', 'Na', 'Fe']",5,2,"['phosphate', 'high_entropy']"
GEN_09711,"{'Na': 0.21406954526901245, 'O': 0.5631124377250671, 'V': 0.21316075325012207}","['V', 'Na', 'O']",3,1,['layered_oxide']
GEN_09712,"{'Mn': 0.3022765815258026, 'Na': 0.11784512549638748, 'O': 0.5359638929367065, 'V': 0.0303609911352396}","['O', 'V', 'Na', 'Mn']",4,2,['layered_oxide']
GEN_09713,"{'Co': 0.015446614474058151, 'Mn': 0.10502202808856964, 'Na': 0.31468838453292847, 'O': 0.5041933655738831, 'V': 0.017312347888946533}","['V', 'O', 'Mn', 'Co', 'Na']",5,3,['high_entropy']
